"id","name","now_cost","position","team","points_per_game","ict_index_rank","influence","creativity_rank","goals_scored","points_per_game_rank","threat","influence_rank_type","expected_goals_conceded","in_dreamteam","goals_conceded","news","transfers_in_event","yellow_cards","expected_assists","expected_goals_conceded_per_90","starts","ep_this","direct_freekicks_order","goals_conceded_per_90","expected_assists_per_90","ict_index_rank_type","expected_goals_per_90","chance_of_playing_this_round","bonus","points_per_game_rank_type","news_added","now_cost_rank","expected_goal_involvements","penalties_order","web_name","clean_sheets","transfers_out","selected_rank_type","expected_goals","clean_sheets_per_90","form_rank_type","selected_by_percent","ict_index","transfers_in","expected_goal_involvements_per_90","threat_rank","status","form","value_season","saves_per_90","event_points","influence_rank","assists","dreamteam_count","transfers_out_event","ep_next","total_points","bps","selected_rank","corners_and_indirect_freekicks_order","value_form","creativity_rank_type","now_cost_rank_type","form_rank","saves","red_cards","creativity","threat_rank_type","chance_of_playing_next_round","starts_per_90","minutes"
"331","Aribim Pepple","45","FWD","Luton","0","460","0","453","0","496","0","41","0","false","0","","318","0","0","0","0","0.5","0","0","0","43","0","0","0","54","","518","0","0","Pepple","0","713","54","0","0","54","0.2","0","318","0","436","a","0","0","0","0","455","0","0","713","0","0","0","309","","0","42","84","496","0","0","0","43","0","0","0"
"332","Dion Pereira","45","MID","Luton","0","407","0","399","0","447","0","118","0","false","0","","262","0","0","0","0","0.5","0","0","0","122","0","0","0","144","","451","0","0","Pereira","0","983","100","0","0","144","0.2","0","262","0","380","a","0","0","0","0","401","0","0","983","0","0","0","329","","0","120","224","447","0","0","0","106","0","0","0"
"333","Dan Potts","40","DEF","Luton","0","225","0","208","0","272","0","80","0","false","0","Ankle injury - Unknown return date","29","0","0","0","0","0","0","0","0","79","0","0","0","86","2023-08-06 23:30:05.828","569","0","0","Potts","0","676","169","0","0","86","0.1","0","29","0","170","i","0","0","0","0","219","0","0","676","0","0","0","444","","0","76","160","272","0","0","0","53","0","0","0"
"334","Glen Rea","45","MID","Luton","0","353","0","342","0","393","0","106","0","false","0","","128","0","0","0","0","0.5","0","0","0","110","0","0","0","132","","369","0","0","Rea","0","338","168","0","0","132","0.1","0","128","0","314","a","0","0","0","0","348","0","0","338","0","0","0","480","","0","108","209","393","0","0","0","93","0","0","0"
"335","James Shea","45","GKP","Luton","0","323","0","309","0","367","0","62","0","false","0","","52","0","0","0","0","1.9","0","0","0","62","0","0","0","66","","324","0","0","Shea","0","707","51","0","0","66","0.2","0","52","0","276","a","0","0","0","0","318","0","0","707","0","0","0","333","","0","54","17","367","0","0","0","53","0","0","0"
"336","Joe Taylor","45","FWD","Luton","0","404","0","396","0","444","0","27","0","false","0","Season long loan to Colchester United until the end of the season","0","0","0","0","0","0","0","0","0","30","0","0","0","42","2023-08-11 10:53:00.375","448","0","0","Taylor","0","3637","47","0","0","42","0.3","0","0","0","377","u","0","0","0","0","398","0","0","3637","0","0","0","265","","0","29","70","444","0","0","0","30","0","0","0"
"337","Elliot Thorpe","45","MID","Luton","0","395","0","387","0","437","0","114","0","false","0","Joined Shrewsbury Town on a season-long loan - Unknown return date","14","0","0","0","0","0","0","0","0","118","0","0","0","140","2023-07-13 12:00:04.224","438","0","0","Thorpe","0","72","258","0","0","140","0","0","14","0","368","u","0","0","0","0","389","0","0","72","0","0","0","623","","0","116","220","437","0","0","0","102","0","0","0"
"338","Jack Walton","40","GKP","Luton","0","253","0","236","0","300","0","40","0","false","0","Joined Dundee United on a season-long loan - Expected back 01 Jul","0","0","0","0","0","0","0","0","0","40","0","0","0","45","2023-07-11 09:00:04.234","597","0","0","Walton","0","92","70","0","0","45","0","0","0","0","198","u","0","0","0","0","247","0","0","92","0","0","0","597","","0","29","57","300","0","0","0","28","0","0","0"
"339","Louie Watson","45","MID","Luton","0","389","0","380","0","429","0","112","0","false","0","","960","0","0","0","0","0.5","0","0","0","116","0","0","0","138","","427","0","0","Watson","0","1858","79","0","0","138","0.4","0","960","0","359","a","0","0","0","0","383","0","0","1858","0","0","0","253","","0","114","218","429","0","0","0","100","0","0","0"
"340","Cauley Woodrow","45","FWD","Luton","1","330","0","317","0","169","0","19","1.22","false","1","","2736","0","0.37","54.9","0","0.5","0","45","16.65","22","0","0","0","23","","336","0.37","3","Woodrow","0","2687","36","0","0","23","0.8","0","2736","16.65","285","a","1","0.2","0","1","325","0","0","2687","0","1","7","188","","0.2","21","62","169","0","0","0","22","0","0","2"
"553","Ryan Giles","45","DEF","Luton","0","43","20.4","13","0","436","0","25","4.1","false","4","","164","0","0.22","4.1","1","1.5","0","4","0.22","9","0","0","0","188","","437","0.22","0","Giles","0","544","143","0","0","188","0.2","6.1","164","0.22","367","a","0","0","0","0","63","0","0","544","0","0","16","367","3.0","0","4","124","436","0","0","40.5","176","0","1","90"
"575","Tom Lockyer","45","DEF","Luton","0","334","0","323","0","374","0","149","4.1","false","4","","108","0","0.01","4.1","1","1.5","0","4","0.01","147","0","0","0","150","","344","0.01","0","Lockyer","0","677","131","0","0","150","0.2","0","108","0.01","291","a","0","0","0","0","329","0","0","677","0","0","10","342","","0","145","61","374","0","0","0","128","0","1","90"
"582","Pelly Ruddock Mpanzu","50","MID","Luton","2","509","0","503","0","108","0","184","2.88","false","3","","65","0","0","2.98","1","1.1","0","3.1","0","188","0.27","0","0","38","","182","0.26","0","Mpanzu","0","216","176","0.26","0","38","0.1","0","65","0.27","490","a","2","0.4","0","2","504","0","0","216","0","2","-2","492","","0.4","187","117","108","0","0","0","176","0","1.03","87"
"586","Tahith Chong","50","MID","Luton","2","176","5.2","136","0","122","2","70","2.88","false","3","","241","0","0.01","2.98","1","1.1","0","3.1","0.01","81","0","0","0","48","","251","0.01","0","Chong","0","547","135","0","0","48","0.1","0.9","241","0.01","129","a","2","0.4","0","2","158","0","0","547","0","2","4","414","","0.4","78","162","122","0","0","1.8","70","0","1.03","87"
"602","Issa Kaboré","40","DEF","Luton","1","123","1.6","62","0","163","5","68","1.55","false","1","","5110","1","0.26","2.21","1","0.5","0","1.43","0.37","42","0.03","0","0","50","","642","0.28","0","Kaboré","0","4045","22","0.02","0","50","6.5","2.2","5110","0.4","95","a","1","0.2","0","1","184","0","0","4045","0","1","9","57","","0.2","16","206","163","0","0","15.4","23","0","1.43","63"
"614","Thomas Kaminski","45","GKP","Luton","3","316","0","301","0","63","0","61","4.1","false","4","","233","0","0","4.1","1","1.9","0","4","0","61","0","0","1","6","","315","0","0","Kaminski","0","336","58","0","0","6","0.1","0","233","0","267","a","3","0.7","8","3","311","0","0","336","0","3","26","394","","0.7","52","15","63","8","0","0","51","0","1","90"
"630","Ross Barkley","50","MID","Luton","0","503","0","496","0","530","0","179","0","false","0","","678","0","0","0","0","1.1","0","0","0","183","0","0","0","199","","174","0","0","Barkley","0","982","101","0","0","199","0.2","0","678","0","482","a","0","0","0","0","498","0","0","982","0","0","0","335","","0","182","111","530","0","0","0","170","0","0","0"
"631","Jacob Brown","50","FWD","Luton","4","563","0","558","0","57","0","55","2.55","false","3","","1965","0","0","8.83","0","0.9","0","10.38","0","56","0.42","0","0","15","","262","0.12","0","Brown","0","612","63","0.12","0","15","0.1","0","1965","0.42","551","a","4","0.8","0","4","558","1","0","612","0","4","10","442","","0.8","55","53","57","0","0","0","56","0","0","26"
"648","Aidan Francis-Clarke","40","DEF","Luton","0","309","0","293","0","354","0","134","0","false","0","","55","0","0","0","0","0.5","0","0","0","132","0","0","0","137","","658","0","0","Francis-Clarke","0","8","216","0","0","137","0","0","55","0","257","a","0","0","0","0","304","0","0","8","0","0","0","646","","0","129","217","354","0","0","0","108","0","0","0"
"341","Manuel Akanji","50","DEF","Man City","6","122","22","145","0","37","0","18","0.3","false","0","","53823","0","0.01","0.3","1","3.8","0","0","0.01","41","0","0","0","16","","240","0.01","0","Akanji","1","7960","23","0","1","16","5.5","2.3","53823","0.01","534","a","6","1.2","0","6","52","0","0","7960","2.8","6","23","65","","1.2","48","27","37","0","0","1.3","205","0","1","90"
"342","Nathan Aké","50","DEF","Man City","7","113","14.2","131","0","21","10","38","0.23","false","0","","89465","0","0.01","0.27","1","3.8","0","0","0.01","35","0.36","100","1","8","2023-08-06 23:30:05.855","193","0.32","0","Aké","1","7906","24","0.31","1.15","8","5.4","2.6","89465","0.37","67","a","7","1.4","0","7","89","0","0","7906","2.8","7","32","67","","1.4","41","21","21","0","0","1.9","14","100","1.15","78"
"343","Julián Álvarez","65","FWD","Man City","5","6","30.6","2","0","48","28","10","0.3","false","0","","26741","0","0.37","0.3","1","3.7","0","0","0.37","2","0.39","0","0","11","","55","0.76","3","J.Alvarez","1","15993","12","0.39","1","11","5.2","14.3","26741","0.76","35","a","5","0.8","0","5","34","1","0","15993","2.7","5","25","70","","0.8","1","19","48","0","0","84.8","13","0","1","90"
"344","Bernardo Veiga de Carvalho e Silva","65","MID","Man City","3","172","2.2","103","0","75","0","85","0.3","false","0","","15851","0","0.03","0.3","1","3.8","0","0","0.03","79","0","0","0","32","","47","0.03","0","Bernardo","1","18829","22","0","1","32","5.1","1.1","15851","0.03","640","a","3","0.5","0","3","182","0","0","18829","2.8","3","11","71","","0.5","64","27","75","0","0","8.6","268","0","1","90"
"345","Oscar Bobb","45","MID","Man City","0","446","0","439","0","483","0","140","0","false","0","","104","0","0","0","0","2.5","0","0","0","144","0","0","0","165","","499","0","0","Bobb","0","208","212","0","0","165","0","0","104","0","421","a","0","0","0","0","441","0","0","208","1.5","0","0","551","","0","143","248","483","0","0","0","129","0","0","0"
"346","João Cancelo","60","DEF","Man City","0","634","0","634","0","634","0","217","0","false","0","","3325","0","0","0","0","4.4","0","0","0","217","0","0","0","215","","64","0","0","Cancelo","0","34668","30","0","0","215","3.5","0","3325","0","630","a","0","0","0","0","632","0","0","34668","3.4","0","0","91","","0","217","5","634","0","0","0","216","0","0","0"
"347","Scott Carson","40","GKP","Man City","0","204","0","186","0","254","0","15","0","false","0","","141","0","0","0","0","2.5","0","0","0","15","0","0","0","20","","547","0","0","Carson","0","214","63","0","0","20","0.1","0","141","0","148","a","0","0","0","0","199","0","0","214","1.5","0","0","465","","0","3","31","254","0","0","0","2","0","0","0"
"348","Shea Charles","45","MID","Man City","0","440","0","433","0","476","0","135","0","false","0","Permanent Transfer to Southampton","0","0","0","0","0","0","0","0","0","139","0","0","0","160","2023-07-11 09:00:10.230","491","0","0","Charles","0","11","278","0","0","160","0","0","0","0","414","u","0","0","0","0","435","0","0","11","0","0","0","658","","0","138","243","476","0","0","0","124","0","0","0"
"349","Kevin De Bruyne","105","MID","Man City","1","129","2.4","52","0","252","1","80","0.1","false","0","Hamstring injury - 25% chance of playing","5357","0","0.16","0.41","1","4.9","1","0","0.65","65","0.08","100","0","120","2023-08-12 08:00:06.610","4","0.18","4","De Bruyne","0","305548","9","0.02","0","120","13.1","2.2","5357","0.73","146","d","1","0.1","0","1","176","0","0","305548","1","1","4","32","2.0","0.1","36","2","252","0","0","18.8","81","25","4.09","22"
"350","Rúben Gato Alves Dias","55","DEF","Man City","0","606","0","604","0","612","0","216","0","false","0","","14760","0","0","0","0","4.1","0","0","0","216","0","0","0","214","","106","0","0","Rúben","0","47518","20","0","0","214","6.6","0","14760","0","600","a","0","0","0","0","602","0","0","47518","3.1","0","0","55","","0","216","8","612","0","0","0","215","0","0","0"
"351","Tommy Doyle","45","MID","Man City","0","384","0","375","0","424","0","110","0","false","0","","65","0","0","0","0","2.5","0","0","0","114","0","0","0","136","","420","0","0","Doyle","0","122","232","0","0","136","0","0","65","0","353","a","0","0","0","0","378","0","0","122","1.5","0","0","582","","0","112","216","424","0","0","0","98","0","0","0"
"352","Ederson Santana de Moraes","55","GKP","Man City","6","145","18.4","598","0","41","0","8","0.3","false","0","","33606","0","0.01","0.3","1","5.5","0","0","0.01","9","0","0","0","3","","93","0.01","0","Ederson M.","1","12697","4","0","1","3","15.7","1.8","33606","0.01","593","a","6","1.1","1","6","70","0","0","12697","4.5","6","27","24","","1.1","76","3","41","1","0","0","76","0","1","90"
"353","Phil Foden","75","MID","Man City","3","30","9","20","0","77","32","53","0.3","false","0","","23728","0","0.11","0.3","1","4.1","4","0","0.11","16","0.27","0","0","34","","21","0.38","0","Foden","1","23468","13","0.27","1","34","8.8","7.4","23728","0.38","31","a","3","0.4","0","3","132","0","0","23468","3.1","3","6","44","3.0","0.4","14","13","77","0","0","32.8","14","0","1","90"
"354","Jack Grealish","75","MID","Man City","0","652","0","652","0","649","0","275","0","false","0","","3656","0","0","0","0","4.1","0","0","0","276","0","0","0","275","","18","0","0","Grealish","0","39190","21","0","0","275","5.5","0","3656","0","651","a","0","0","0","0","651","0","0","39190","3.1","0","0","66","4.0","0","276","11","649","0","0","0","276","0","0","0"
"355","Erling Haaland","140","FWD","Man City","13","8","67.6","34","2","3","48","2","0.23","true","0","","70414","0","0.05","0.26","1","5.5","0","0","0.06","3","0.68","0","3","2","","1","0.65","1","Haaland","1","4464","1","0.6","1.14","2","90.1","13.9","70414","0.74","7","a","13","0.9","0","13","4","0","1","4464","4.5","13","56","1","","0.9","2","1","3","0","0","23.7","6","0","1.14","79"
"356","Mateo Kovačić","50","MID","Man City","3","100","9.6","49","0","67","0","49","0.21","false","0","","3888","0","0.24","0.28","0","3.1","0","0","0.32","54","0","0","0","26","","178","0.24","0","Kovačić","1","4466","54","0","1.34","26","1.1","2.9","3888","0.32","486","a","3","0.6","0","3","126","0","0","4466","2.1","3","18","165","","0.6","33","114","67","0","0","19.3","173","0","0","67"
"357","Aymeric Laporte","50","DEF","Man City","1","101","11.4","183","0","209","17","48","0.07","false","0","","511","0","0","0.57","0","3.8","0","0","0","29","0.98","0","0","76","","196","0.12","0","Laporte","0","2237","90","0.12","0","76","0.4","2.9","511","0.98","48","a","1","0.2","0","1","111","0","0","2237","2.8","1","4","247","","0.2","67","22","209","0","0","0.1","9","0","0","11"
"358","Rico Lewis","45","DEF","Man City","6","178","2.2","111","0","35","0","67","0.23","false","0","","10302","0","0.01","0.27","1","3.5","0","0","0.01","65","0","0","0","14","","498","0.01","0","R.Lewis","1","1733","79","0","1.15","14","0.6","0.8","10302","0.01","420","a","6","1.3","0","6","178","0","0","1733","2.5","6","25","219","","1.3","32","144","35","0","0","5.8","190","0","1.15","78"
"359","Riyad Mahrez","75","MID","Man City","0","651","0","651","0","648","0","274","0","false","0","Permanent transfer to Al-Ahli","0","0","0","0","0","0","0","0","0","275","0","0","0","274","2023-07-31 07:05:47.120","17","0","0","Mahrez","0","1797","154","0","0","274","0.1","0","0","0","650","u","0","0","0","0","650","0","0","1797","0","0","0","448","","0","275","10","648","0","0","0","275","0","0","0"
"360","James McAtee","45","MID","Man City","1","418","0","411","0","186","0","125","0","false","0","","339","0","0","0","0","2.5","0","0","0","129","0","0","0","78","","465","0","0","McAtee","0","225","193","0","0","78","0","0","339","0","392","a","1","0.2","0","1","412","0","0","225","1.5","1","3","524","","0.2","128","232","186","0","0","0","114","0","0","1"
"361","Stefan Ortega Moreno","40","GKP","Man City","0","218","0","201","0","265","0","25","0","false","0","","709","0","0","0","0","2.5","0","0","0","25","0","0","0","30","","562","0","0","Ortega Moreno","0","2243","28","0","0","30","0.8","0","709","0","163","a","0","0","0","0","212","0","0","2243","1.5","0","0","195","","0","14","42","265","0","0","0","13","0","0","0"
"362","Cole Palmer","50","MID","Man City","1","565","0","158","0","221","0","219","0.07","false","0","","239","0","0.02","0.63","0","3.1","0","0","0.18","223","0","0","0","98","","265","0.02","0","Palmer","0","995","115","0","0","98","0.2","0","239","0.18","553","a","1","0.2","0","1","560","0","0","995","2.1","1","1","373","","0.2","88","170","221","0","0","0.7","215","0","0","10"
"363","Máximo Perrone","45","MID","Man City","0","449","0","442","0","486","0","143","0","false","0","","106","0","0","0","0","2.5","0","0","0","147","0","0","0","168","","506","0","0","Perrone","0","215","222","0","0","168","0","0","106","0","425","a","0","0","0","0","444","0","0","215","1.5","0","0","563","","0","146","254","486","0","0","0","132","0","0","0"
"364","Kalvin Phillips","50","MID","Man City","0","522","0","516","0","548","0","193","0","false","0","","55","0","0","0","0","3.1","0","0","0","197","0","0","0","212","","204","0","0","Phillips","0","408","189","0","0","212","0","0","55","0","504","a","0","0","0","0","518","0","0","408","2.1","0","0","517","","0","196","130","548","0","0","0","185","0","0","0"
